titre_original,durée,date,score,nbr_votants,desciption,genre,acteurs
The Father,1h 37m,2020,8.2,165K,"A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.","Drama,Mystery","Anthony Hopkins,Olivia Colman,Mark Gatiss,Anthony Hopkins,Olivia Colman,Mark Gatiss"
Some Like It Hot,2h 1m,1959,8.2,272K,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.","Comedy,Music,Romance","Billy Wilder,I.A.L. Diamond,Robert Thoeren,Marilyn Monroe,Tony Curtis,Jack Lemmon,Billy Wilder,I.A.L. Diamond,Robert Thoeren,Marilyn Monroe,Tony Curtis,Jack Lemmon"
The Kid,1h 8m,1921,8.3,129K,"The Tramp cares for an abandoned child, but events put their relationship in jeopardy.","Comedy,Drama,Family","Charles Chaplin,Edna Purviance,Jackie Coogan,Charles Chaplin,Edna Purviance,Jackie Coogan"
Batman Begins,2h 20m,2005,8.2,1.5M,"After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.","Action,Crime,Drama","Christian Bale,Michael Caine,Ken Watanabe,Christian Bale,Michael Caine,Ken Watanabe"
For a Few Dollars More,2h 12m,1965,8.2,262K,Two bounty hunters with the same intentions team up to track down an escaped Mexican outlaw.,Western,"Sergio Leone,Fulvio Morsella,Luciano Vincenzoni,Clint Eastwood,Lee Van Cleef,Gian Maria Volontè,Sergio Leone,Fulvio Morsella,Luciano Vincenzoni,Clint Eastwood,Lee Van Cleef,Gian Maria Volontè"
Dangal,2h 41m,2016,8.3,196K,Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.,"Biography,Drama,Sport","Piyush Gupta,Shreyas Jain,Nikhil Mehrotra,Aamir Khan,Sakshi Tanwar,Fatima Sana Shaikh,Piyush Gupta,Shreyas Jain,Nikhil Mehrotra,Aamir Khan,Sakshi Tanwar,Fatima Sana Shaikh"
Downfall,2h 36m,2004,8.2,361K,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.","Biography,Drama,History","Bernd Eichinger,Joachim Fest,Traudl Junge,Bruno Ganz,Alexandra Maria Lara,Ulrich Matthes,Bernd Eichinger,Joachim Fest,Traudl Junge,Bruno Ganz,Alexandra Maria Lara,Ulrich Matthes"
Top Gun: Maverick,2h 10m,2022,8.3,570K,"After thirty years, Maverick is still pushing the envelope as a top naval aviator, but must confront ghosts of his past when he leads TOP GUN's elite graduates on a mission that demands the ultimate sacrifice from those chosen to fly it.","Action,Drama","Jim Cash,Jack Epps Jr.,Peter Craig,Tom Cruise,Jennifer Connelly,Miles Teller,Jim Cash,Jack Epps Jr.,Peter Craig,Tom Cruise,Jennifer Connelly,Miles Teller"
1917,1h 59m,2019,8.2,614K,"April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.","Action,Drama,War","Dean-Charles Chapman,George MacKay,Daniel Mays,Dean-Charles Chapman,George MacKay,Daniel Mays"
Like Stars on Earth,2h 45m,2007,8.3,197K,"An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.","Drama,Family","Darsheel Safary,Aamir Khan,Tanay Chheda,Darsheel Safary,Aamir Khan,Tanay Chheda"
Bicycle Thieves,1h 29m,1948,8.3,167K,"In post-war Italy, a working-class man's bicycle is stolen, endangering his efforts to find work. He and his son set out to find it.",Drama,"Cesare Zavattini,Luigi Bartolini,Oreste Biancoli,Lamberto Maggiorani,Enzo Staiola,Lianella Carell,Cesare Zavattini,Luigi Bartolini,Oreste Biancoli,Lamberto Maggiorani,Enzo Staiola,Lianella Carell"
Snatch,1h 42m,2000,8.2,870K,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.","Comedy,Crime","Jason Statham,Brad Pitt,Stephen Graham,Jason Statham,Brad Pitt,Stephen Graham"
Indiana Jones and the Last Crusade,2h 7m,1989,8.2,767K,"In 1938, after his father goes missing while pursuing the Holy Grail, Indiana Jones finds himself up against the Nazis again to stop them from obtaining its powers.","Action,Adventure","Jeffrey Boam,George Lucas,Menno Meyjes,Harrison Ford,Sean Connery,Alison Doody,Jeffrey Boam,George Lucas,Menno Meyjes,Harrison Ford,Sean Connery,Alison Doody"
Die Hard,2h 12m,1988,8.2,898K,A New York City police officer tries to save his estranged wife and several others taken hostage by terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,"Action,Thriller","Bruce Willis,Alan Rickman,Bonnie Bedelia,Bruce Willis,Alan Rickman,Bonnie Bedelia"
Taxi Driver,1h 54m,1976,8.2,857K,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.","Crime,Drama","Robert De Niro,Jodie Foster,Cybill Shepherd,Robert De Niro,Jodie Foster,Cybill Shepherd"
L.A. Confidential,2h 18m,1997,8.2,591K,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.","Crime,Drama,Mystery","Kevin Spacey,Russell Crowe,Guy Pearce,Kevin Spacey,Russell Crowe,Guy Pearce"
Metropolis,2h 33m,1927,8.3,177K,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.","Drama,Sci-Fi","Brigitte Helm,Alfred Abel,Gustav Fröhlich,Brigitte Helm,Alfred Abel,Gustav Fröhlich"
A Separation,2h 3m,2011,8.3,249K,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,Drama,"Payman Maadi,Leila Hatami,Sareh Bayat,Payman Maadi,Leila Hatami,Sareh Bayat"
The Sting,2h 9m,1973,8.3,268K,Two grifters team up to pull off the ultimate con.,"Comedy,Crime,Drama","Paul Newman,Robert Redford,Robert Shaw,Paul Newman,Robert Redford,Robert Shaw"
Up,1h 36m,2009,8.3,1.1M,"78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.","Animation,Adventure,Comedy","Edward Asner,Jordan Nagai,John Ratzenberger,Edward Asner,Jordan Nagai,John Ratzenberger"
To Kill a Mockingbird,2h 9m,1962,8.3,321K,"Atticus Finch, a widowed lawyer in Depression-era Alabama, defends a Black man against an undeserved rape charge, and tries to educate his young children against prejudice.","Crime,Drama","Gregory Peck,John Megna,Frank Overton,Gregory Peck,John Megna,Frank Overton"
Heat,2h 50m,1995,8.3,669K,A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist.,"Action,Crime,Drama","Al Pacino,Robert De Niro,Val Kilmer,Al Pacino,Robert De Niro,Val Kilmer"
Incendies,2h 11m,2010,8.3,183K,Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.,"Drama,Mystery","Lubna Azabal,Mélissa Désormeaux-Poulin,Maxim Gaudette,Lubna Azabal,Mélissa Désormeaux-Poulin,Maxim Gaudette"
Hamilton,2h 40m,2020,8.3,100K,"The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.","Biography,Drama,History","Lin-Manuel Miranda,Phillipa Soo,Leslie Odom Jr.,Lin-Manuel Miranda,Phillipa Soo,Leslie Odom Jr."
Scarface,2h 50m,1983,8.3,860K,"In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.","Crime,Drama","Oliver Stone,Howard Hawks,Ben Hecht,Al Pacino,Michelle Pfeiffer,Steven Bauer,Oliver Stone,Howard Hawks,Ben Hecht,Al Pacino,Michelle Pfeiffer,Steven Bauer"
Full Metal Jacket,1h 56m,1987,8.3,755K,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,"Drama,War","Matthew Modine,R. Lee Ermey,Vincent D'Onofrio,Matthew Modine,R. Lee Ermey,Vincent D'Onofrio"
A Clockwork Orange,2h 16m,1971,8.3,844K,"In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.","Crime,Sci-Fi","Malcolm McDowell,Patrick Magee,Michael Bates,Malcolm McDowell,Patrick Magee,Michael Bates"
Double Indemnity,1h 47m,1944,8.3,160K,"A Los Angeles insurance representative lets an alluring housewife seduce him into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, an insurance investigator.","Crime,Drama,Film-Noir","Fred MacMurray,Barbara Stanwyck,Edward G. Robinson,Fred MacMurray,Barbara Stanwyck,Edward G. Robinson"
Amélie,2h 2m,2001,8.3,767K,"Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love.","Comedy,Romance","Audrey Tautou,Mathieu Kassovitz,Rufus,Audrey Tautou,Mathieu Kassovitz,Rufus"
The Apartment,2h 5m,1960,8.3,186K,"A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.","Comedy,Drama,Romance","Jack Lemmon,Shirley MacLaine,Fred MacMurray,Jack Lemmon,Shirley MacLaine,Fred MacMurray"
Vertigo,2h 8m,1958,8.3,409K,"A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail, who may be deeply disturbed.","Mystery,Romance,Thriller","Alec Coppel,Samuel A. Taylor,Pierre Boileau,James Stewart,Kim Novak,Barbara Bel Geddes,Alec Coppel,Samuel A. Taylor,Pierre Boileau,James Stewart,Kim Novak,Barbara Bel Geddes"
North by Northwest,2h 16m,1959,8.3,333K,"A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt.","Action,Adventure,Mystery","Cary Grant,Eva Marie Saint,James Mason,Cary Grant,Eva Marie Saint,James Mason"
Ikiru,2h 23m,1952,8.3,81K,A bureaucrat tries to find meaning in his life after he discovers he has terminal cancer.,Drama,"Takashi Shimura,Nobuo Kaneko,Shin'ichi Himori,Takashi Shimura,Nobuo Kaneko,Shin'ichi Himori"
M,1h 39m,1931,8.3,161K,"When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.","Crime,Mystery,Thriller","Peter Lorre,Ellen Widmann,Inge Landgut,Peter Lorre,Ellen Widmann,Inge Landgut"
Lawrence of Arabia,3h 38m,1962,8.3,300K,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.","Adventure,Biography,Drama","Peter O'Toole,Alec Guinness,Anthony Quinn,Peter O'Toole,Alec Guinness,Anthony Quinn"
Citizen Kane,1h 59m,1941,8.3,449K,"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance: 'Rosebud.'","Drama,Mystery","Herman J. Mankiewicz,Orson Welles,John Houseman,Orson Welles,Joseph Cotten,Dorothy Comingore,Herman J. Mankiewicz,Orson Welles,John Houseman,Orson Welles,Joseph Cotten,Dorothy Comingore"
The Hunt,1h 55m,2012,8.3,339K,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",Drama,"Mads Mikkelsen,Thomas Bo Larsen,Annika Wedderkopp,Mads Mikkelsen,Thomas Bo Larsen,Annika Wedderkopp"
Reservoir Dogs,1h 39m,1992,8.3,1M,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.","Crime,Thriller","Harvey Keitel,Tim Roth,Michael Madsen,Harvey Keitel,Tim Roth,Michael Madsen"
Come and See,2h 22m,1985,8.4,85K,"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.","Drama,Thriller,War","Aleksey Kravchenko,Olga Mironova,Liubomiras Laucevicius,Aleksey Kravchenko,Olga Mironova,Liubomiras Laucevicius"
Eternal Sunshine of the Spotless Mind,1h 48m,2004,8.3,1M,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories for ever.","Drama,Romance,Sci-Fi","Jim Carrey,Kate Winslet,Tom Wilkinson,Jim Carrey,Kate Winslet,Tom Wilkinson"
2001: A Space Odyssey,2h 29m,1968,8.3,681K,"After uncovering a mysterious artifact buried beneath the Lunar surface, a spacecraft is sent to Jupiter to find its origins - a spacecraft manned by two men and the supercomputer H.A.L. 9000.","Adventure,Sci-Fi","Keir Dullea,Gary Lockwood,William Sylvester,Keir Dullea,Gary Lockwood,William Sylvester"
Star Wars: Episode VI - Return of the Jedi,2h 11m,1983,8.3,1.1M,"After rescuing Han Solo from Jabba the Hutt, the Rebels attempt to destroy the second Death Star, while Luke struggles to help Darth Vader back from the dark side.","Action,Adventure,Fantasy","Mark Hamill,Harrison Ford,Carrie Fisher,Mark Hamill,Harrison Ford,Carrie Fisher"
Capernaum,2h 6m,2018,8.4,94K,"While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.",Drama,"Nadine Labaki,Jihad Hojeily,Michelle Keserwany,Zain Al Rafeea,Yordanos Shiferaw,Boluwatife Treasure Bankole,Nadine Labaki,Jihad Hojeily,Michelle Keserwany,Zain Al Rafeea,Yordanos Shiferaw,Boluwatife Treasure Bankole"
Toy Story 3,1h 43m,2010,8.3,850K,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.","Animation,Adventure,Comedy","John Lasseter,Andrew Stanton,Lee Unkrich,Tom Hanks,Tim Allen,Joan Cusack,John Lasseter,Andrew Stanton,Lee Unkrich,Tom Hanks,Tim Allen,Joan Cusack"
High and Low,2h 23m,1963,8.4,47K,An executive of a Yokohama shoe company becomes a victim of extortion when his chauffeur's son is kidnapped by mistake and held for ransom.,"Crime,Drama,Mystery","Hideo Oguni,Ryûzô Kikushima,Eijirô Hisaita,Toshirô Mifune,Yutaka Sada,Tatsuya Nakadai,Hideo Oguni,Ryûzô Kikushima,Eijirô Hisaita,Toshirô Mifune,Yutaka Sada,Tatsuya Nakadai"
Requiem for a Dream,1h 42m,2000,8.3,857K,The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,Drama,"Ellen Burstyn,Jared Leto,Jennifer Connelly,Ellen Burstyn,Jared Leto,Jennifer Connelly"
3 Idiots,2h 50m,2009,8.4,409K,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".","Comedy,Drama","Abhijat Joshi,Rajkumar Hirani,Vidhu Vinod Chopra,Aamir Khan,Madhavan,Mona Singh,Abhijat Joshi,Rajkumar Hirani,Vidhu Vinod Chopra,Aamir Khan,Madhavan,Mona Singh"
Singin' in the Rain,1h 43m,1952,8.3,248K,A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.,"Comedy,Musical,Romance","Gene Kelly,Donald O'Connor,Debbie Reynolds,Gene Kelly,Donald O'Connor,Debbie Reynolds"
